text,sentiment
skypeforlinux 8.30 package forcing update?,0.0
Topping up skype on offering subscriptions?,0.0
What is the deadline to migrate Skype to Teams?,0.0
What happens to SMS message options after Credit run out?,0.3818
Who Was The Underlying Carrier?,0.0
months of messages in active chat missing. Any suggestions? ,0.128
Any good alternative to Skype virtual INTERNATIONAL number?,0.4939
"With Skype gone, it is time to stop grieving my father's death",-0.8555
Migrated Chats,0.0
R.I.P Skype. 2003-2025. An absolute legend.,0.0
Skype phone number,0.0772
Port US Skype number without having US address. Any service ?,0.0772
Robot Test Arrrrrgh!,0.0
Port number question,0.0772
Teams doesnt reacognize my Microsoft 365 suscription on the app,0.0
Alternatives to Skype,0.0
Using Skype With Travel eSIM,0.0
"""No credit purchase options found"" - what's the cheapest way phone internationally via skype?",0.3818
Skype alternative that does not require a download or app?,0.0
How do I export ALL Skype data?,0.0
Web browser dialpad - lose audio/mic as soon as screen turns off,-0.4019
Contacts from old Skype account not showing in teams?,0.0
skype to teams migration - wrong account selected (by mistake),-0.6705
Skype alternatives reviews,0.0
Detection of Network Micro-Cuts During Skype Video Calls,0.0
Can't reset password,0.0
"RIP Skype. Does anybody knows, is it possible to obtain chat history and messages before 2017 when they were locally saved only?",0.4215
"Skype minutes + OneDrive were the reasons I was paying for Microsoft 365. Now, with Skype shutting down, I'm cancelling it.",-0.2023
Ported to cell carrier - now how do I get PayPal to realize it's a cell?,0.0
I spent all morning looking for Skype alternatives but all I found where expensive business solutions,0.2617
Has anyone figured out a solution for skype calling access from India?,0.3182
How to find Skype balance?,0.0
Specific Skype billing/refund questions,0.0
Skype is absolutely ridiculous. Forcing the subscription service vs adding credit as needed,-0.0498
Subscription to credits,0.3612
like everyone Looking for a Skype Alternative from europe,0.3612
"I have 3 different Skype # / EXPIRATION DATES -- is it all April 30, 2025? -- Or what it says ""Expires on June 20, 2025""",0.0
Cant delete saved log in on Mac,-0.3252
random skype call,0.0
How can I cancel my skype call subscription to Philippines?,-0.25
Copilot for Skype stopped working since today?,-0.2263
Skype landline calling saved my rear end this week,0.4215
Why can i still use skype?,0.0
Migration,0.0
Porting # ... Previous carrier ... Do we say SKYPE or BANDWIDTH.com ?,0.0
I don't want you to go :(,-0.4805
Successfully ported Skype number to Voip.ms - working for Bank OTP SMS,0.5423
Office 365 Pack with free Skype minutes once Skype closes shop?,0.5106
https://calling.web.skype.com/ works for me still for VOIP calls 🤷🏾‍♂️,0.0
Need help finding a Skype replacement!,0.4574
Skype or tMobile?,0.0
How long did it take for your Skype number to Port to other services?,0.0772
When I try and sync my contacts from Skype to Teams I get: We can't process your request now. Please try again later.,0.3182
Texting/SMS Through Skype?,0.0
Pay-per-minute alternative for calling landlines?,0.0
How can I port my Skype number that's already expired?,0.0772
Anything need to be done now May 5th to save data before Skype shuts down? Can you still access the Skype website or computer application?,0.5514
No group chats in android?,-0.296
Automated Schedule Msgs in a Group Chat,0.0
Skype web is not synced,0.0
How do I export self-chat content from Skype?,0.0
"When Skype leaves,",0.0
Skype ringtone collection,0.0
